customer_id,order_id,order_date,year,category,city,payment_mode,sales_amount
AMZ_CUST_0027,900054,2019-10-17,2019,Home Appliances,Ahmedabad,Debit Card,88710
AMZ_CUST_0028,900055,2019-12-10,2019,Home Appliances,Bangalore,Credit Card,40666
AMZ_CUST_0029,900056,2019-10-26,2019,Kids,Kolkata,Debit Card,2236
AMZ_CUST_0030,900057,2019-11-08,2019,Electronics,Chennai,Credit Card,4059
AMZ_CUST_0031,900058,2019-09-05,2019,Home Appliances,Jaipur,Debit Card,67213
AMZ_CUST_0031,900059,2019-12-06,2019,Fashion,Kolkata,COD,76214
AMZ_CUST_0031,900060,2019-08-10,2019,Home Appliances,Coimbatore,Debit Card,51571
AMZ_CUST_0032,900061,2019-03-06,2019,Home Appliances,Ahmedabad,COD,82591
AMZ_CUST_0033,900062,2019-04-08,2019,Kids,Chennai,UPI,78068
AMZ_CUST_0033,900063,2019-01-02,2019,Sports,Hyderabad,Debit Card,7662
AMZ_CUST_0034,900064,2019-12-23,2019,Fashion,Chennai,UPI,1847
AMZ_CUST_0034,900065,2019-07-05,2019,Fashion,Pune,COD,9055
AMZ_CUST_0035,900066,2019-11-27,2019,Kids,Jaipur,EMI,67918
AMZ_CUST_0035,900067,2019-03-16,2019,Fashion,Bangalore,Credit Card,32076
AMZ_CUST_0035,900068,2019-06-11,2019,Electronics,Mumbai,EMI,5010
AMZ_CUST_0036,900069,2019-12-04,2019,Mobiles,Ahmedabad,COD,73972
AMZ_CUST_0037,900070,2019-11-19,2019,Electronics,Pune,Credit Card,68604
AMZ_CUST_0037,900071,2019-11-03,2019,Sports,Mumbai,Credit Card,35877
AMZ_CUST_0038,900072,2019-06-26,2019,Fashion,Ahmedabad,UPI,7684
AMZ_CUST_0039,900073,2019-03-24,2019,Kids,Kolkata,Debit Card,1295
AMZ_CUST_0040,900074,2019-09-19,2019,Kids,Pune,Credit Card,37840
AMZ_CUST_0040,900075,2019-03-03,2019,Sports,Ahmedabad,EMI,69864
AMZ_CUST_0041,900076,2019-03-19,2019,Kids,Pune,Credit Card,46542
AMZ_CUST_0041,900077,2019-04-10,2019,Sports,Ahmedabad,EMI,72570
AMZ_CUST_0042,900078,2019-05-10,2019,Sports,Jaipur,EMI,16765
AMZ_CUST_0043,900079,2019-05-06,2019,Electronics,Bangalore,Credit Card,46760
AMZ_CUST_0043,900080,2019-07-10,2019,Home Appliances,Ahmedabad,Debit Card,65743
AMZ_CUST_0043,900081,2019-06-12,2019,Fashion,Pune,Credit Card,44810
AMZ_CUST_0044,900082,2019-07-22,2019,Sports,Bangalore,UPI,51828
AMZ_CUST_0044,900083,2019-04-18,2019,Sports,Delhi,COD,23171
AMZ_CUST_0045,900084,2019-11-24,2019,Sports,Jaipur,COD,55502
AMZ_CUST_0046,900085,2019-07-12,2019,Electronics,Chennai,Credit Card,67082
AMZ_CUST_0046,900086,2019-11-02,2019,Fashion,Jaipur,COD,47358
AMZ_CUST_0047,900087,2019-10-11,2019,Home Appliances,Hyderabad,COD,76472
AMZ_CUST_0047,900088,2019-09-12,2019,Mobiles,Mumbai,UPI,39624
AMZ_CUST_0048,900089,2019-03-26,2019,Fashion,Delhi,Credit Card,84049
AMZ_CUST_0048,900090,2019-03-13,2019,Kids,Pune,UPI,72173
AMZ_CUST_0048,900091,2019-04-12,2019,Sports,Coimbatore,Credit Card,43535
AMZ_CUST_0049,900092,2019-06-14,2019,Mobiles,Ahmedabad,UPI,15828
AMZ_CUST_0049,900093,2019-03-17,2019,Home Appliances,Chennai,EMI,41842
AMZ_CUST_0050,900094,2019-05-24,2019,Mobiles,Kolkata,COD,78591
AMZ_CUST_0050,900095,2019-03-06,2019,Home Appliances,Delhi,COD,42193
AMZ_CUST_0051,900096,2019-03-23,2019,Sports,Chennai,COD,19374
AMZ_CUST_0051,900097,2019-01-18,2019,Fashion,Ahmedabad,Credit Card,50332
AMZ_CUST_0051,900098,2019-07-14,2019,Home Appliances,Ahmedabad,Credit Card,9681
AMZ_CUST_0052,900099,2019-04-01,2019,Fashion,Kolkata,UPI,9436
AMZ_CUST_0052,900100,2019-11-05,2019,Sports,Ahmedabad,Credit Card,27535
AMZ_CUST_0053,900101,2019-10-21,2019,Fashion,Hyderabad,EMI,64447
AMZ_CUST_0053,900102,2019-03-21,2019,Fashion,Kolkata,UPI,66505
AMZ_CUST_0054,900103,2019-03-25,2019,Mobiles,Bangalore,Credit Card,3954
AMZ_CUST_0054,900104,2019-10-24,2019,Kids,Hyderabad,UPI,54496
AMZ_CUST_0054,900105,2019-02-19,2019,Fashion,Ahmedabad,EMI,65231
AMZ_CUST_0055,900106,2019-05-06,2019,Fashion,Hyderabad,Credit Card,6823
AMZ_CUST_0056,900107,2019-12-08,2019,Mobiles,Mumbai,Debit Card,4279
AMZ_CUST_0056,900108,2019-09-17,2019,Electronics,Chennai,EMI,1046
AMZ_CUST_0057,900109,2019-06-05,2019,Home Appliances,Chennai,Debit Card,5831
AMZ_CUST_0058,900110,2019-10-16,2019,Sports,Jaipur,Credit Card,41856
AMZ_CUST_0059,900111,2019-02-02,2019,Fashion,Kolkata,Debit Card,6947
AMZ_CUST_0059,900112,2019-03-18,2019,Sports,Delhi,EMI,43945
AMZ_CUST_0060,900113,2019-12-02,2019,Home Appliances,Hyderabad,EMI,54491
AMZ_CUST_0061,900114,2019-10-14,2019,Home Appliances,Delhi,Debit Card,4717
AMZ_CUST_0061,900115,2019-11-26,2019,Mobiles,Delhi,UPI,81881
AMZ_CUST_0062,900116,2019-01-07,2019,Fashion,Kolkata,Credit Card,10642
AMZ_CUST_0063,900117,2019-10-04,2019,Fashion,Delhi,UPI,20885
AMZ_CUST_0063,900118,2019-10-18,2019,Home Appliances,Bangalore,EMI,31929
AMZ_CUST_0063,900119,2019-12-25,2019,Mobiles,Coimbatore,EMI,77675
AMZ_CUST_0064,900120,2019-08-07,2019,Kids,Jaipur,Credit Card,27613
AMZ_CUST_0064,900121,2019-11-14,2019,Sports,Delhi,Credit Card,10343
AMZ_CUST_0065,900122,2019-03-22,2019,Sports,Hyderabad,Debit Card,7151
AMZ_CUST_0065,900123,2019-05-08,2019,Kids,Delhi,Credit Card,8283
AMZ_CUST_0065,900124,2019-11-23,2019,Electronics,Bangalore,EMI,80523
AMZ_CUST_0066,900125,2019-01-14,2019,Electronics,Hyderabad,UPI,82492
AMZ_CUST_0066,900126,2019-05-21,2019,Fashion,Jaipur,Credit Card,26110
AMZ_CUST_0067,900127,2019-08-09,2019,Kids,Ahmedabad,UPI,66673
AMZ_CUST_0067,900128,2019-06-16,2019,Mobiles,Pune,Credit Card,19678
AMZ_CUST_0068,900129,2019-05-09,2019,Kids,Coimbatore,Credit Card,47310
AMZ_CUST_0068,900130,2019-04-10,2019,Fashion,Hyderabad,UPI,24146
AMZ_CUST_0068,900131,2019-04-09,2019,Fashion,Kolkata,Credit Card,30630
AMZ_CUST_0069,900132,2019-03-10,2019,Electronics,Bangalore,Credit Card,5458
AMZ_CUST_0069,900133,2019-02-16,2019,Mobiles,Mumbai,COD,16170
AMZ_CUST_0070,900134,2019-05-11,2019,Home Appliances,Ahmedabad,COD,62488
AMZ_CUST_0071,900135,2019-09-13,2019,Sports,Ahmedabad,UPI,34193
AMZ_CUST_0072,900136,2019-05-02,2019,Mobiles,Hyderabad,EMI,20338
AMZ_CUST_0072,900137,2019-12-02,2019,Fashion,Kolkata,UPI,78616
AMZ_CUST_0072,900138,2019-09-07,2019,Home Appliances,Ahmedabad,UPI,56023
AMZ_CUST_0073,900139,2019-04-08,2019,Fashion,Mumbai,EMI,29791
AMZ_CUST_0073,900140,2019-03-24,2019,Kids,Delhi,EMI,50603
AMZ_CUST_0074,900141,2019-12-12,2019,Electronics,Hyderabad,UPI,10790
AMZ_CUST_0075,900142,2019-09-20,2019,Electronics,Jaipur,UPI,56673
AMZ_CUST_0075,900143,2019-12-18,2019,Electronics,Kolkata,Debit Card,34518
AMZ_CUST_0076,900144,2019-11-12,2019,Kids,Kolkata,UPI,57497
AMZ_CUST_0077,900145,2019-11-08,2019,Kids,Coimbatore,UPI,27308
AMZ_CUST_0077,900146,2019-08-13,2019,Electronics,Chennai,UPI,7924
AMZ_CUST_0078,900147,2019-12-10,2019,Home Appliances,Mumbai,Credit Card,13023
AMZ_CUST_0078,900148,2019-03-07,2019,Electronics,Chennai,UPI,27501
AMZ_CUST_0078,900149,2019-06-07,2019,Electronics,Hyderabad,Debit Card,5053
AMZ_CUST_0079,900150,2019-11-21,2019,Home Appliances,Ahmedabad,Credit Card,40105
AMZ_CUST_0079,900151,2019-05-20,2019,Mobiles,Bangalore,UPI,65472
AMZ_CUST_0079,900152,2019-08-15,2019,Sports,Mumbai,Debit Card,41409
AMZ_CUST_0080,900153,2019-06-10,2019,Sports,Mumbai,EMI,85246
AMZ_CUST_0080,900154,2019-10-15,2019,Sports,Mumbai,COD,61312
AMZ_CUST_0080,900155,2019-09-03,2019,Sports,Mumbai,UPI,39500
AMZ_CUST_0081,900156,2019-03-26,2019,Kids,Coimbatore,Debit Card,59408
AMZ_CUST_0081,900157,2019-10-15,2019,Electronics,Jaipur,COD,12396
AMZ_CUST_0081,900158,2019-09-14,2019,Kids,Coimbatore,COD,67796
AMZ_CUST_0082,900159,2019-11-24,2019,Sports,Mumbai,COD,68335
AMZ_CUST_0083,900160,2019-02-04,2019,Mobiles,Kolkata,EMI,19297
AMZ_CUST_0083,900161,2019-08-12,2019,Fashion,Kolkata,COD,36996
AMZ_CUST_0084,900162,2019-04-07,2019,Kids,Delhi,Credit Card,81769
AMZ_CUST_0084,900163,2019-06-22,2019,Fashion,Bangalore,Credit Card,14412
AMZ_CUST_0084,900164,2019-02-13,2019,Fashion,Pune,Credit Card,23088
AMZ_CUST_0085,900165,2019-03-18,2019,Kids,Coimbatore,UPI,75392
AMZ_CUST_0085,900166,2019-08-15,2019,Electronics,Delhi,UPI,52001
AMZ_CUST_0086,900167,2019-06-10,2019,Electronics,Coimbatore,EMI,75315
AMZ_CUST_0086,900168,2019-01-23,2019,Electronics,Chennai,UPI,68506
AMZ_CUST_0087,900169,2019-11-19,2019,Electronics,Jaipur,Debit Card,37969
AMZ_CUST_0088,900170,2019-11-26,2019,Electronics,Bangalore,EMI,3858
AMZ_CUST_0088,900171,2019-05-15,2019,Kids,Jaipur,Debit Card,35736
AMZ_CUST_0088,900172,2019-06-24,2019,Sports,Pune,Debit Card,1325
AMZ_CUST_0089,900173,2019-02-22,2019,Fashion,Jaipur,COD,32443
AMZ_CUST_0089,900174,2019-12-14,2019,Fashion,Coimbatore,EMI,24501
AMZ_CUST_0090,900175,2019-09-07,2019,Sports,Chennai,Credit Card,74578
AMZ_CUST_0090,900176,2019-07-11,2019,Electronics,Kolkata,Credit Card,3024
AMZ_CUST_0091,900177,2019-10-01,2019,Electronics,Hyderabad,UPI,9682
AMZ_CUST_0091,900178,2019-09-16,2019,Home Appliances,Delhi,UPI,39708
AMZ_CUST_0092,900179,2019-03-19,2019,Fashion,Coimbatore,Debit Card,50214
AMZ_CUST_0093,900180,2019-12-11,2019,Fashion,Delhi,Debit Card,84133
AMZ_CUST_0094,900181,2019-05-27,2019,Kids,Hyderabad,Debit Card,52910
AMZ_CUST_0095,900182,2019-07-16,2019,Electronics,Jaipur,COD,11861
AMZ_CUST_0096,900183,2019-08-06,2019,Fashion,Mumbai,Debit Card,13776
AMZ_CUST_0096,900184,2019-12-10,2019,Electronics,Ahmedabad,Debit Card,80703
AMZ_CUST_0097,900185,2019-05-19,2019,Mobiles,Chennai,Debit Card,31089
AMZ_CUST_0097,900186,2019-06-25,2019,Home Appliances,Ahmedabad,UPI,33130
AMZ_CUST_0097,900187,2019-10-24,2019,Mobiles,Hyderabad,COD,53059
AMZ_CUST_0098,900188,2019-05-27,2019,Kids,Hyderabad,UPI,6517
AMZ_CUST_0099,900189,2019-09-19,2019,Sports,Mumbai,Credit Card,80644
AMZ_CUST_0099,900190,2019-06-10,2019,Electronics,Bangalore,COD,63412
AMZ_CUST_0100,900191,2019-08-01,2019,Mobiles,Pune,Credit Card,28747
AMZ_CUST_0100,900192,2019-08-02,2019,Home Appliances,Hyderabad,COD,67346
AMZ_CUST_0100,900193,2019-10-16,2019,Home Appliances,Pune,Debit Card,11443
AMZ_CUST_0101,900194,2019-04-13,2019,Mobiles,Jaipur,Debit Card,81470
AMZ_CUST_0101,900195,2019-01-16,2019,Kids,Hyderabad,UPI,32484
AMZ_CUST_0102,900196,2019-06-05,2019,Fashion,Delhi,UPI,53482
AMZ_CUST_0102,900197,2019-11-02,2019,Sports,Hyderabad,Credit Card,32614
AMZ_CUST_0103,900198,2019-09-27,2019,Electronics,Ahmedabad,COD,70776
AMZ_CUST_0103,900199,2019-06-07,2019,Mobiles,Bangalore,Credit Card,61699
AMZ_CUST_0104,900200,2019-12-01,2019,Mobiles,Mumbai,COD,30503
AMZ_CUST_0104,900201,2019-02-08,2019,Home Appliances,Coimbatore,EMI,62598
AMZ_CUST_0104,900202,2019-07-16,2019,Fashion,Kolkata,COD,34740
AMZ_CUST_0105,900203,2019-06-06,2019,Sports,Ahmedabad,COD,61989
AMZ_CUST_0105,900204,2019-08-14,2019,Home Appliances,Delhi,UPI,53306
AMZ_CUST_0105,900205,2019-02-22,2019,Fashion,Mumbai,Credit Card,7608
AMZ_CUST_0106,900206,2019-06-06,2019,Home Appliances,Chennai,EMI,79877
AMZ_CUST_0107,900207,2019-02-12,2019,Kids,Pune,COD,32000
AMZ_CUST_0108,900208,2019-05-14,2019,Mobiles,Bangalore,UPI,26148
AMZ_CUST_0109,900209,2019-01-04,2019,Sports,Mumbai,COD,15337
AMZ_CUST_0110,900210,2019-07-14,2019,Fashion,Mumbai,Debit Card,58755
AMZ_CUST_0110,900211,2019-07-07,2019,Kids,Kolkata,Debit Card,78465
AMZ_CUST_0111,900212,2019-07-03,2019,Mobiles,Coimbatore,COD,53415
AMZ_CUST_0112,900213,2019-02-19,2019,Fashion,Ahmedabad,Credit Card,60911
AMZ_CUST_0112,900214,2019-02-01,2019,Kids,Hyderabad,Debit Card,49623
AMZ_CUST_0112,900215,2019-11-01,2019,Mobiles,Jaipur,Credit Card,21077
AMZ_CUST_0113,900216,2019-12-27,2019,Home Appliances,Kolkata,COD,85186
AMZ_CUST_0113,900217,2019-02-15,2019,Sports,Coimbatore,COD,5890
AMZ_CUST_0113,900218,2019-08-02,2019,Electronics,Ahmedabad,Credit Card,71420
AMZ_CUST_0114,900219,2019-03-27,2019,Home Appliances,Jaipur,COD,2981
AMZ_CUST_0114,900220,2019-06-21,2019,Home Appliances,Chennai,Credit Card,6098
AMZ_CUST_0114,900221,2019-08-14,2019,Mobiles,Ahmedabad,UPI,78589
AMZ_CUST_0115,900222,2019-02-06,2019,Kids,Ahmedabad,Credit Card,22007
AMZ_CUST_0115,900223,2019-02-18,2019,Kids,Kolkata,UPI,34228
AMZ_CUST_0116,900224,2019-05-02,2019,Electronics,Mumbai,Credit Card,56570
AMZ_CUST_0117,900225,2019-08-16,2019,Sports,Hyderabad,UPI,3478
AMZ_CUST_0117,900226,2019-04-22,2019,Mobiles,Ahmedabad,Debit Card,76759
AMZ_CUST_0117,900227,2019-04-08,2019,Fashion,Pune,COD,86770
AMZ_CUST_0118,900228,2019-06-06,2019,Mobiles,Delhi,EMI,8493
AMZ_CUST_0118,900229,2019-06-17,2019,Fashion,Ahmedabad,UPI,60675
AMZ_CUST_0118,900230,2019-11-08,2019,Kids,Pune,UPI,50882
AMZ_CUST_0119,900231,2019-03-19,2019,Mobiles,Ahmedabad,UPI,73312
AMZ_CUST_0119,900232,2019-01-24,2019,Kids,Pune,EMI,15233
AMZ_CUST_0120,900233,2019-10-01,2019,Fashion,Chennai,Credit Card,51595
AMZ_CUST_0120,900234,2019-04-25,2019,Mobiles,Mumbai,EMI,46900
AMZ_CUST_0121,900235,2019-06-26,2019,Sports,Ahmedabad,COD,63669
AMZ_CUST_0121,900236,2019-07-21,2019,Fashion,Coimbatore,Debit Card,61306
AMZ_CUST_0121,900237,2019-04-23,2019,Mobiles,Hyderabad,Debit Card,39407
AMZ_CUST_0122,900238,2019-04-07,2019,Mobiles,Hyderabad,Debit Card,65160
AMZ_CUST_0122,900239,2019-06-07,2019,Mobiles,Bangalore,Debit Card,67334
AMZ_CUST_0123,900240,2019-11-11,2019,Kids,Chennai,COD,69552
AMZ_CUST_0123,900241,2019-06-12,2019,Electronics,Kolkata,COD,72797
AMZ_CUST_0123,900242,2019-10-04,2019,Electronics,Jaipur,COD,25287
AMZ_CUST_0124,900243,2019-04-18,2019,Fashion,Mumbai,UPI,39548
AMZ_CUST_0125,900244,2019-09-11,2019,Kids,Mumbai,EMI,54005
AMZ_CUST_0125,900245,2019-06-04,2019,Fashion,Hyderabad,UPI,64296
AMZ_CUST_0125,900246,2019-12-17,2019,Home Appliances,Mumbai,COD,47699
AMZ_CUST_0126,900247,2019-02-13,2019,Electronics,Jaipur,Credit Card,34631
AMZ_CUST_0127,900248,2019-12-23,2019,Fashion,Chennai,EMI,38982
AMZ_CUST_0128,900249,2019-07-15,2019,Sports,Chennai,Debit Card,62621
AMZ_CUST_0128,900250,2019-06-08,2019,Electronics,Mumbai,Credit Card,73159
AMZ_CUST_0128,900251,2019-05-03,2019,Kids,Kolkata,UPI,74380
AMZ_CUST_0129,900252,2019-11-07,2019,Mobiles,Delhi,Credit Card,49648
AMZ_CUST_0129,900253,2019-10-02,2019,Home Appliances,Jaipur,UPI,77555
AMZ_CUST_0130,900254,2019-09-08,2019,Home Appliances,Pune,UPI,16091
AMZ_CUST_0130,900255,2019-04-16,2019,Electronics,Ahmedabad,Credit Card,36035
AMZ_CUST_0131,900256,2019-08-04,2019,Sports,Coimbatore,COD,63067
AMZ_CUST_0131,900257,2019-12-17,2019,Mobiles,Delhi,Credit Card,10933
AMZ_CUST_0132,900258,2019-07-06,2019,Electronics,Chennai,Credit Card,2232
AMZ_CUST_0132,900259,2019-03-08,2019,Electronics,Kolkata,COD,36178
AMZ_CUST_0133,900260,2019-06-25,2019,Home Appliances,Pune,UPI,78528
AMZ_CUST_0133,900261,2019-11-15,2019,Kids,Hyderabad,COD,23304
AMZ_CUST_0133,900262,2019-07-12,2019,Electronics,Chennai,Debit Card,79045
AMZ_CUST_0134,900263,2019-01-05,2019,Electronics,Coimbatore,Credit Card,84467
AMZ_CUST_0134,900264,2019-01-16,2019,Home Appliances,Mumbai,UPI,9909
AMZ_CUST_0135,900265,2019-12-09,2019,Mobiles,Mumbai,UPI,68553
AMZ_CUST_0135,900266,2019-03-18,2019,Electronics,Bangalore,Credit Card,38726
AMZ_CUST_0135,900267,2019-10-27,2019,Mobiles,Delhi,Credit Card,62060
AMZ_CUST_0136,900268,2019-09-08,2019,Kids,Jaipur,EMI,55211
AMZ_CUST_0137,900269,2019-04-09,2019,Electronics,Kolkata,EMI,5634
AMZ_CUST_0138,900270,2019-03-15,2019,Electronics,Hyderabad,Debit Card,78387
AMZ_CUST_0139,900271,2019-03-17,2019,Kids,Jaipur,Credit Card,72020
AMZ_CUST_0139,900272,2019-06-18,2019,Kids,Mumbai,UPI,35907
AMZ_CUST_0140,900273,2019-04-02,2019,Home Appliances,Delhi,UPI,44328
AMZ_CUST_0141,900274,2019-05-15,2019,Sports,Jaipur,UPI,12998
AMZ_CUST_0142,900275,2019-01-24,2019,Mobiles,Mumbai,COD,71648
AMZ_CUST_0142,900276,2019-09-26,2019,Home Appliances,Bangalore,UPI,75030
AMZ_CUST_0143,900277,2019-09-03,2019,Home Appliances,Bangalore,Debit Card,22318
AMZ_CUST_0143,900278,2019-03-05,2019,Electronics,Pune,Credit Card,26715
AMZ_CUST_0143,900279,2019-09-09,2019,Sports,Delhi,Debit Card,41472
AMZ_CUST_0144,900280,2019-08-18,2019,Sports,Chennai,Credit Card,75213
AMZ_CUST_0144,900281,2019-06-26,2019,Kids,Pune,COD,26970
AMZ_CUST_0145,900282,2019-11-01,2019,Fashion,Ahmedabad,Credit Card,78475
AMZ_CUST_0146,900283,2019-02-27,2019,Kids,Kolkata,UPI,60077
AMZ_CUST_0147,900284,2019-08-04,2019,Sports,Pune,Debit Card,10419
AMZ_CUST_0147,900285,2019-03-16,2019,Kids,Chennai,COD,88656
AMZ_CUST_0147,900286,2019-02-20,2019,Fashion,Pune,EMI,72391
AMZ_CUST_0148,900287,2019-03-23,2019,Fashion,Delhi,COD,50091
AMZ_CUST_0148,900288,2019-12-24,2019,Fashion,Hyderabad,EMI,8145
AMZ_CUST_0148,900289,2019-08-16,2019,Kids,Hyderabad,Debit Card,36937
AMZ_CUST_0149,900290,2019-04-23,2019,Home Appliances,Pune,COD,59860
AMZ_CUST_0150,900291,2019-01-23,2019,Home Appliances,Mumbai,UPI,68026
AMZ_CUST_0151,900292,2019-03-04,2019,Electronics,Ahmedabad,UPI,27188
AMZ_CUST_0152,900293,2019-06-24,2019,Electronics,Hyderabad,COD,23486
AMZ_CUST_0152,900294,2019-05-12,2019,Home Appliances,Coimbatore,EMI,25877
AMZ_CUST_0153,900295,2019-04-02,2019,Sports,Bangalore,COD,30791
AMZ_CUST_0154,900296,2019-07-06,2019,Fashion,Pune,Debit Card,77836
AMZ_CUST_0155,900297,2019-07-08,2019,Mobiles,Delhi,COD,48288
AMZ_CUST_0155,900298,2019-03-18,2019,Electronics,Hyderabad,COD,56371
AMZ_CUST_0155,900299,2019-11-26,2019,Sports,Jaipur,EMI,12439
AMZ_CUST_0156,900300,2019-12-01,2019,Fashion,Mumbai,COD,20269
AMZ_CUST_0156,900301,2019-12-19,2019,Sports,Pune,EMI,36913
AMZ_CUST_0156,900302,2019-09-09,2019,Electronics,Delhi,UPI,73572
AMZ_CUST_0157,900303,2019-07-15,2019,Kids,Delhi,COD,54480
AMZ_CUST_0157,900304,2019-04-01,2019,Home Appliances,Bangalore,COD,22459
AMZ_CUST_0158,900305,2019-05-18,2019,Electronics,Ahmedabad,COD,67467
AMZ_CUST_0158,900306,2019-09-13,2019,Kids,Coimbatore,COD,62556
AMZ_CUST_0159,900307,2019-07-12,2019,Fashion,Kolkata,Debit Card,55069
AMZ_CUST_0159,900308,2019-03-20,2019,Mobiles,Delhi,COD,73372
AMZ_CUST_0160,900309,2019-01-07,2019,Mobiles,Mumbai,Debit Card,51097
AMZ_CUST_0160,900310,2019-11-11,2019,Sports,Chennai,Credit Card,31448
AMZ_CUST_0160,900311,2019-07-07,2019,Sports,Delhi,EMI,68909
AMZ_CUST_0161,900312,2019-02-14,2019,Kids,Chennai,Debit Card,45556
AMZ_CUST_0161,900313,2019-11-22,2019,Mobiles,Ahmedabad,UPI,14319
AMZ_CUST_0161,900314,2019-08-01,2019,Electronics,Mumbai,EMI,1119
AMZ_CUST_0162,900315,2019-12-16,2019,Electronics,Pune,Debit Card,38697
AMZ_CUST_0162,900316,2019-01-13,2019,Mobiles,Hyderabad,Credit Card,88916
AMZ_CUST_0163,900317,2019-10-02,2019,Home Appliances,Coimbatore,Credit Card,39289
